Time,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2)
02/19/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.94,2.64,481.16,83.84,859.84
02/19/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.34,2.83,605.61,91.47,916.81
02/19/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.52,3.19,659.82,120.86,879.72
02/19/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.45,3.05,671.35,97.11,935.1
02/19/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.5,2.72,608.02,93.46,910.64
02/19/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.07,2.41,488.62,82.15,866.93
02/19/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.51,1.76,323.09,66.53,772.55
02/19/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.96,2.69,135.41,40.66,577.52
02/19/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.27,2.76,7.87,4.26,0.0
02/19/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.17,2.68,0.0,0.0,0.0
02/19/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.22,2.5,0.0,0.0,0.0
02/19/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.71,2.61,0.0,0.0,0.0
02/19/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.07,2.64,0.0,0.0,0.0
02/20/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.34,2.69,0.0,0.0,0.0
02/20/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.68,2.8,0.0,0.0,0.0
02/20/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.87,2.8,0.0,0.0,0.0
02/20/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.12,2.73,0.0,0.0,0.0
02/20/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.24,2.63,0.0,0.0,0.0
02/20/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.46,2.81,0.0,0.0,0.0
02/20/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.46,2.74,0.0,0.0,0.0
02/20/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.24,2.72,0.0,0.0,0.0
02/20/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.75,2.88,6.19,3.54,0.0
02/20/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.25,3.36,128.39,39.2,563.56
02/20/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.23,3.23,316.84,64.86,768.26
02/20/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.99,3.57,485.08,78.78,870.09
02/20/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.99,3.88,608.64,86.94,922.15
02/20/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.92,4.12,674.18,90.74,944.73
02/20/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.75,4.51,673.85,90.18,943.02
02/20/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.21,4.89,610.28,86.0,920.2
02/20/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.3,4.86,488.86,77.81,868.34
02/20/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.11,3.14,322.48,64.68,766.42
02/20/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.39,2.61,135.94,40.57,567.34
02/20/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.98,2.95,8.52,4.55,0.0
02/20/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.65,2.96,0.0,0.0,0.0
02/20/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.69,3.32,0.0,0.0,0.0
02/20/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.21,3.63,0.0,0.0,0.0
02/20/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.78,3.89,0.0,0.0,0.0
02/21/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.48,4.21,0.0,0.0,0.0
02/21/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.94,4.44,0.0,0.0,0.0
02/21/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.59,4.35,0.0,0.0,0.0
02/21/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.42,4.21,0.0,0.0,0.0
02/21/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.45,4.02,0.0,0.0,0.0
02/21/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.22,4.34,0.0,0.0,0.0
02/21/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.33,4.54,0.0,0.0,0.0
02/21/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.15,4.76,0.0,0.0,0.0
02/21/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.36,4.92,6.07,4.38,0.0
02/21/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.34,5.38,122.3,42.56,489.42
02/21/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.17,5.64,299.24,71.81,683.35
02/21/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.74,6.3,466.27,80.39,817.71
02/21/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.0,7.1,583.62,90.46,864.12
02/21/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.37,7.57,630.12,127.37,807.61
02/21/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.94,7.76,599.69,166.3,694.78
02/21/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.81,7.59,452.51,120.42,578.12
02/21/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.55,6.84,335.38,188.78,306.77
02/21/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.5,4.21,204.22,145.31,172.95
02/21/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.24,4.05,72.17,66.37,33.73
02/21/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.71,4.58,5.04,4.99,0.0
02/21/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.95,4.93,0.0,0.0,0.0
02/21/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.0,4.88,0.0,0.0,0.0
02/21/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.95,4.48,0.0,0.0,0.0
02/21/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.65,3.97,0.0,0.0,0.0
02/22/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.01,3.44,0.0,0.0,0.0
02/22/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.67,3.08,0.0,0.0,0.0
02/22/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.23,2.47,0.0,0.0,0.0
02/22/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.01,2.04,0.0,0.0,0.0
02/22/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.72,1.51,0.0,0.0,0.0
02/22/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.03,0.97,0.0,0.0,0.0
02/22/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.7,1.25,0.0,0.0,0.0
02/22/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.69,1.37,0.0,0.0,0.0
02/22/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.51,2.24,2.29,2.31,0.0
02/22/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.7,1.76,73.83,52.49,127.26
02/22/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.16,2.16,157.17,133.69,69.53
02/22/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.21,2.43,144.26,125.3,39.76
02/22/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.37,3.14,195.69,146.76,84.99
02/22/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.03,4.02,274.09,209.06,103.63
02/22/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.73,3.59,200.27,158.48,66.48
02/22/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.39,3.66,244.22,145.54,170.38
02/22/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.5,3.69,274.13,114.07,331.83
02/22/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.62,3.66,267.19,107.0,464.49
02/22/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.45,2.04,128.53,47.07,462.52
02/22/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.53,2.48,9.89,5.64,0.0
02/22/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.58,2.73,0.0,0.0,0.0
02/22/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.21,2.95,0.0,0.0,0.0
02/22/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.21,2.83,0.0,0.0,0.0
02/22/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.1,2.17,0.0,0.0,0.0
02/23/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.69,2.33,0.0,0.0,0.0
02/23/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.38,2.55,0.0,0.0,0.0
02/23/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.32,2.67,0.0,0.0,0.0
02/23/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.34,3.41,0.0,0.0,0.0
02/23/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.23,4.03,0.0,0.0,0.0
02/23/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.88,3.54,0.0,0.0,0.0
02/23/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.52,3.31,0.0,0.0,0.0
02/23/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.21,3.44,0.0,0.0,0.0
02/23/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.12,4.01,9.02,4.86,0.0
02/23/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.65,4.5,137.74,41.3,559.25
02/23/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.32,4.92,324.81,64.96,758.39
02/23/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.85,4.69,490.49,77.52,856.97
02/23/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.8,4.33,610.32,87.5,900.28
02/23/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.06,4.67,675.01,88.44,927.47
02/23/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.71,5.67,666.15,99.33,894.74
02/23/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.67,5.59,535.67,179.15,610.65
02/23/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.85,5.89,423.15,149.81,561.45
02/23/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.81,3.77,248.11,118.92,370.02
02/23/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.29,1.96,109.58,66.51,239.1
02/23/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.22,2.03,6.52,5.37,0.0
02/23/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.36,1.09,0.0,0.0,0.0
02/23/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.92,0.39,0.0,0.0,0.0
02/23/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.58,0.58,0.0,0.0,0.0
02/23/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.99,3.53,0.0,0.0,0.0
02/24/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.22,6.77,0.0,0.0,0.0
02/24/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.13,7.18,0.0,0.0,0.0
02/24/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.26,7.07,0.0,0.0,0.0
02/24/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.7,7.43,0.0,0.0,0.0
02/24/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.18,7.64,0.0,0.0,0.0
02/24/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.9,6.14,0.0,0.0,0.0
02/24/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.0,5.97,0.0,0.0,0.0
02/24/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.13,5.66,0.0,0.0,0.0
02/24/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.49,5.51,6.04,4.75,0.0
02/24/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.31,5.32,111.14,58.77,295.41
02/24/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.95,4.65,331.66,75.41,737.18
02/24/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.02,3.76,498.82,100.84,817.32
02/24/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.42,3.29,618.12,121.1,848.48
02/24/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.88,2.48,699.28,100.94,938.68
02/24/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.37,1.43,618.96,201.98,653.21
02/24/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.54,0.5,611.02,100.51,867.45
02/24/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.28,0.8,517.13,81.95,885.74
02/24/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.73,1.49,348.78,66.76,798.06
02/24/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.81,1.52,155.15,44.09,603.22
02/24/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.06,1.96,13.14,6.44,0.0
02/24/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.04,2.75,0.0,0.0,0.0
02/24/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.52,3.35,0.0,0.0,0.0
02/24/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.81,3.51,0.0,0.0,0.0
02/24/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.05,3.7,0.0,0.0,0.0
02/25/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.94,3.7,0.0,0.0,0.0
02/25/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.93,4.01,0.0,0.0,0.0
02/25/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.81,4.47,0.0,0.0,0.0
02/25/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.78,4.83,0.0,0.0,0.0
02/25/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.7,5.09,0.0,0.0,0.0
02/25/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.35,5.43,0.0,0.0,0.0
02/25/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.05,5.61,0.0,0.0,0.0
02/25/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.72,5.71,0.0,0.0,0.0
02/25/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.37,5.96,11.35,5.89,0.0
02/25/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.03,6.13,145.6,42.67,564.93
02/25/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.19,6.62,332.75,65.21,758.72
02/25/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.08,6.8,497.62,77.58,853.75
02/25/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.88,6.92,617.26,86.32,898.63
02/25/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.09,6.69,677.78,88.82,916.79
02/25/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.69,6.3,678.51,88.63,917.07
02/25/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.5,6.1,616.09,84.41,896.29
02/25/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.91,5.84,496.05,78.22,842.77
02/25/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.32,4.3,332.95,66.02,746.47
02/25/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.68,3.43,149.6,43.66,563.22
02/25/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.77,3.72,13.37,6.79,0.0
02/25/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.51,3.84,0.0,0.0,0.0
02/25/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.7,3.85,0.0,0.0,0.0
02/25/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.17,3.53,0.0,0.0,0.0
02/25/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.21,3.15,0.0,0.0,0.0
02/26/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.33,2.79,0.0,0.0,0.0
02/26/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.31,2.55,0.0,0.0,0.0
02/26/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.4,2.5,0.0,0.0,0.0
02/26/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.81,2.64,0.0,0.0,0.0
02/26/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.17,2.58,0.0,0.0,0.0
02/26/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.94,2.72,0.0,0.0,0.0
02/26/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.03,2.84,0.0,0.0,0.0
02/26/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.93,3.01,0.0,0.0,0.0
02/26/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.16,3.24,12.82,6.5,0.0
02/26/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.25,3.69,147.99,43.44,558.65
02/26/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.76,3.4,333.19,65.6,748.16
02/26/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.23,3.71,497.19,77.66,843.96
02/26/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.25,4.32,616.93,84.73,893.08
02/26/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.33,5.07,680.06,87.79,914.81
02/26/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.58,5.55,679.86,86.97,914.84
02/26/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.2,6.03,619.08,84.39,894.3
02/26/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.28,6.19,500.2,79.24,841.53
02/26/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.61,4.81,332.78,70.74,724.25
02/26/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.38,4.75,148.55,51.94,502.99
02/26/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.7,5.29,14.05,8.43,0.0
02/26/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.05,6.36,0.0,0.0,0.0
02/26/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.54,7.49,0.0,0.0,0.0
02/26/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.35,7.75,0.0,0.0,0.0
02/26/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.85,7.51,0.0,0.0,0.0
02/27/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.76,6.97,0.0,0.0,0.0
02/27/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.71,7.29,0.0,0.0,0.0
02/27/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.65,7.55,0.0,0.0,0.0
02/27/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.91,7.36,0.0,0.0,0.0
02/27/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.07,6.7,0.0,0.0,0.0
02/27/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.25,5.65,0.0,0.0,0.0
02/27/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.98,5.16,0.0,0.0,0.0
02/27/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.54,5.07,0.0,0.0,0.0
02/27/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.65,5.03,8.38,7.28,0.0
02/27/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.16,5.58,70.78,63.14,39.77
02/27/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.28,7.1,122.84,109.75,36.1
02/27/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.06,8.95,140.1,132.71,14.71
02/27/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.61,8.7,177.24,168.81,14.02
02/27/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.49,8.38,225.36,203.64,33.3
02/27/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.06,7.36,315.57,219.07,147.8
02/27/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.61,6.67,263.47,223.67,66.06
02/27/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.17,6.23,185.59,156.25,58.14
02/27/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.1,4.07,111.62,104.12,20.48
02/27/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.35,4.95,90.04,51.97,194.21
02/27/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.86,6.22,11.58,6.49,0.0
02/27/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.24,7.17,0.0,0.0,0.0
02/27/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.14,8.9,0.0,0.0,0.0
02/27/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.7,10.29,0.0,0.0,0.0
02/27/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.99,9.36,0.0,0.0,0.0
02/28/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.88,7.73,0.0,0.0,0.0
02/28/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.99,6.67,0.0,0.0,0.0
02/28/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.88,7.98,0.0,0.0,0.0
02/28/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.82,6.95,0.0,0.0,0.0
02/28/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.44,9.02,0.0,0.0,0.0
02/28/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.17,6.12,0.0,0.0,0.0
02/28/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.4,9.0,0.0,0.0,0.0
02/28/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.49,8.2,0.0,0.0,0.0
02/28/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.61,8.96,8.93,5.53,0.0
02/28/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.88,9.43,53.59,34.04,99.12
02/28/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.52,9.53,197.79,98.93,268.72
02/28/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.53,9.62,444.96,150.67,580.03
02/28/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.24,9.54,650.83,103.77,902.56
02/28/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.39,9.65,733.94,87.56,983.2
02/28/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.46,9.17,727.72,93.36,964.38
02/28/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.29,8.45,667.53,88.59,953.46
02/28/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.6,7.88,545.2,79.83,914.11
02/28/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.49,6.5,373.02,67.78,824.54
02/28/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.0,5.97,175.51,46.86,643.35
02/28/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.28,5.26,19.32,8.63,0.0
02/28/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.05,5.07,0.0,0.0,0.0
02/28/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.79,4.74,0.0,0.0,0.0
02/28/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.24,4.95,0.0,0.0,0.0
02/28/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.61,5.01,0.0,0.0,0.0
02/29/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-4.03,4.94,0.0,0.0,0.0
02/29/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-4.62,4.84,0.0,0.0,0.0
02/29/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-5.0,4.71,0.0,0.0,0.0
02/29/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-5.27,4.13,0.0,0.0,0.0
02/29/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-5.57,3.33,0.0,0.0,0.0
